perspective,id,rt,gender,nasa_tlx,effort_steps,condition,trial,effort_level,rating,steps_req,age,adjusted_overall,experiment_name,effort_ans,scale_type
Observe,43296,1.0793,Female,114,270,Liking,12,High,3.319606481,NA,21,NA,effortobserve,270,Liking
Observe,43296,2.2299,Female,114,100,Liking,13,Medium,2.49037037,NA,21,NA,effortobserve,30,Liking
Observe,43296,0.8136,Female,114,270,Liking,14,High,4.231087963,NA,21,NA,effortobserve,270,Liking
Observe,43296,0.8931,Female,114,30,Liking,15,Low,3.837384259,NA,21,NA,effortobserve,30,Liking
Observe,43296,0.7447,Female,114,270,Liking,16,High,3.518333333,NA,21,NA,effortobserve,270,Liking
Observe,43296,0.6617,Female,114,30,Liking,17,Low,3.644375,NA,21,NA,effortobserve,30,Liking
Observe,43296,0.6607,Female,114,100,Liking,18,Medium,3.355486111,NA,21,NA,effortobserve,100,Liking
Observe,43409,7.4665,Male,210,30,Value,1,Low,3.014179791,NA,20,NA,effortobserve,30,Value
Observe,43409,3.4118,Male,210,100,Value,2,Medium,4.892987704,NA,20,NA,effortobserve,100,Value
Observe,43409,5.0844,Male,210,270,Value,3,High,3.957128614,NA,20,NA,effortobserve,270,Value
Observe,43409,4.504,Male,210,30,Value,4,Low,3.038994345,NA,20,NA,effortobserve,30,Value
Observe,43409,3.89,Male,210,270,Value,5,High,2.074775673,NA,20,NA,effortobserve,270,Value
Observe,43409,1.2777,Male,210,100,Value,6,Medium,1.1743659,NA,20,NA,effortobserve,100,Value
Observe,43409,4.4113,Male,210,270,Value,7,High,1,NA,20,NA,effortobserve,270,Value
Observe,43409,1.9842,Male,210,100,Value,8,Medium,1.06092838,NA,20,NA,effortobserve,100,Value
Observe,43409,0.7895,Male,210,30,Value,9,Low,3.467929545,NA,20,NA,effortobserve,30,Value
Observe,43409,1.6364,Male,210,100,Value,10,Medium,1.036113989,NA,20,NA,effortobserve,100,Value
Observe,43409,0.9743,Male,210,30,Value,11,Low,4.233632436,NA,20,NA,effortobserve,30,Value
Observe,43409,0.9448,Male,210,270,Value,12,High,3.921679623,NA,20,NA,effortobserve,270,Value
Observe,43409,1.7382,Male,210,100,Value,13,Medium,2.680957129,NA,20,NA,effortobserve,100,Value
Observe,43409,1.6195,Male,210,270,Value,14,High,1.266533732,NA,20,NA,effortobserve,270,Value
Observe,43409,1.905,Male,210,30,Value,15,Low,2.078320702,NA,20,NA,effortobserve,30,Value
Observe,43409,1.4888,Male,210,270,Value,16,High,3.528193415,NA,20,NA,effortobserve,270,Value
Observe,43409,1.3889,Male,210,30,Value,17,Low,4.322255564,NA,20,NA,effortobserve,100,Value
Observe,43409,1.3398,Male,210,100,Value,18,Medium,3.159521436,NA,20,NA,effortobserve,100,Value
Observe,43502,4.0748,Female,110,30,Liking,1,Low,1.946929414,NA,21,NA,effortobserve,30,Liking
Observe,43502,4.1306,Female,110,100,Liking,2,Medium,2.056481339,NA,21,NA,effortobserve,100,Liking
Observe,43502,0.6042,Female,110,270,Liking,3,High,2.99520271,NA,21,NA,effortobserve,270,Liking
Observe,43502,0.9072,Female,110,30,Liking,4,Low,1.980215923,NA,21,NA,effortobserve,30,Liking
Observe,43502,0.5594,Female,110,270,Liking,5,High,3.045143165,NA,21,NA,effortobserve,270,Liking
Observe,43502,0.5274,Female,110,100,Liking,6,Medium,3.006068906,NA,21,NA,effortobserve,100,Liking
Observe,43502,1.4454,Female,110,270,Liking,7,High,3.02158433,NA,21,NA,effortobserve,270,Liking
Observe,43502,0.7977,Female,110,100,Liking,8,Medium,3.05926831,NA,21,NA,effortobserve,100,Liking
Observe,43502,1.5389,Female,110,30,Liking,9,Low,3.024954459,NA,21,NA,effortobserve,30,Liking
Observe,43502,2.072,Female,110,100,Liking,10,Medium,3.859419365,NA,21,NA,effortobserve,100,Liking
Observe,43502,2.5553,Female,110,30,Liking,11,Low,1.177254379,NA,21,NA,effortobserve,30,Liking
Observe,43502,1.5065,Female,110,270,Liking,12,High,3.033350117,NA,21,NA,effortobserve,270,Liking
Observe,43502,0.8084,Female,110,100,Liking,13,Medium,3.059095661,NA,21,NA,effortobserve,270,Liking
Observe,43502,0.609,Female,110,270,Liking,14,High,3.130572339,NA,21,NA,effortobserve,270,Liking
Observe,43502,3.18,Female,110,30,Liking,15,Low,2.970402192,NA,21,NA,effortobserve,30,Liking
Observe,43502,0.8309,Female,110,270,Liking,16,High,3.053707196,NA,21,NA,effortobserve,270,Liking
Observe,43502,0.8156,Female,110,30,Liking,17,Low,3.063427387,NA,21,NA,effortobserve,30,Liking
Observe,43502,1.1568,Female,110,100,Liking,18,Medium,2.551086994,NA,21,NA,effortobserve,100,Liking
Observe,43556,7.2942,Male,218,30,Value,1,Low,3.019753162,NA,21,NA,effortobserve,30,Value
Observe,43556,11.0968,Male,218,100,Value,2,Medium,3.528395288,NA,21,NA,effortobserve,100,Value
Observe,43556,3.2427,Male,218,270,Value,3,High,3.790123457,NA,21,NA,effortobserve,270,Value
Observe,43556,1.1726,Male,218,30,Value,4,Low,2.985185411,NA,21,NA,effortobserve,30,Value
Observe,43556,1.5205,Male,218,270,Value,5,High,3.992592517,NA,21,NA,effortobserve,270,Value
Observe,43556,1.1369,Male,218,100,Value,6,Medium,3.45925941,NA,21,NA,effortobserve,100,Value
Observe,43556,1.8251,Male,218,270,Value,7,High,3.972839732,NA,21,NA,effortobserve,270,Value
Observe,43556,1.9792,Male,218,100,Value,8,Medium,3.45925941,NA,21,NA,effortobserve,100,Value
Observe,43556,1.2417,Male,218,30,Value,9,Low,3.029629554,NA,21,NA,effortobserve,30,Value
Observe,43556,0.9259,Male,218,100,Value,10,Medium,3.444444444,NA,21,NA,effortobserve,100,Value
Observe,43556,0.9201,Male,218,30,Value,11,Low,3.009876769,NA,21,NA,effortobserve,30,Value
Observe,43556,1.1366,Male,218,270,Value,12,High,4.046913806,NA,21,NA,effortobserve,270,Value
Observe,43556,0.7279,Male,218,100,Value,13,Medium,3.523456715,NA,21,NA,effortobserve,100,Value
Observe,43556,1.3201,Male,218,270,Value,14,High,4.017283875,NA,21,NA,effortobserve,270,Value
Observe,43556,0.9769,Male,218,30,Value,15,Low,3.004938196,NA,21,NA,effortobserve,30,Value
Observe,43556,2.1249,Male,218,270,Value,16,High,3.992592517,NA,21,NA,effortobserve,270,Value
Observe,43556,2.5514,Male,218,30,Value,17,Low,2.990123607,NA,21,NA,effortobserve,30,Value
Observe,43556,0.894,Male,218,100,Value,18,Medium,3.483950768,NA,21,NA,effortobserve,100,Value
Observe,43558,3.6017,Female,119,30,Liking,1,Low,3.972839808,NA,19,NA,effortobserve,30,Liking
Observe,43558,2.2795,Female,119,100,Liking,2,Medium,3.913580548,NA,19,NA,effortobserve,100,Liking
Observe,43558,0.8505,Female,119,270,Liking,3,High,4.950617585,NA,19,NA,effortobserve,270,Liking
Observe,43558,1.9428,Female,119,30,Liking,4,Low,1.039506248,NA,19,NA,effortobserve,30,Liking
Observe,43558,2.0362,Female,119,270,Liking,5,High,2.145679163,NA,19,NA,effortobserve,270,Liking
Observe,43558,0.9348,Female,119,100,Liking,6,Medium,4.01234583,NA,19,NA,effortobserve,100,Liking
Observe,43558,1.5662,Female,119,270,Liking,7,High,2.437037037,NA,19,NA,effortobserve,270,Liking
Observe,43558,1.7195,Female,119,100,Liking,8,Medium,3.306173141,NA,19,NA,effortobserve,100,Liking
Observe,43558,1.1388,Female,119,30,Liking,9,Low,4.318518519,NA,19,NA,effortobserve,30,Liking
Observe,43558,0.8706,Female,119,100,Liking,10,Medium,3.686419904,NA,19,NA,effortobserve,100,Liking
Observe,43558,0.8702,Female,119,30,Liking,11,Low,3.439506474,NA,19,NA,effortobserve,30,Liking
Observe,43558,0.8701,Female,119,270,Liking,12,High,4.733333333,NA,19,NA,effortobserve,270,Liking
Observe,43558,2.8316,Female,119,100,Liking,13,Medium,3.671605089,NA,19,NA,effortobserve,270,Liking
Observe,43558,1.3924,Female,119,270,Liking,14,High,3.869136104,NA,19,NA,effortobserve,270,Liking
Observe,43558,0.8533,Female,119,30,Liking,15,Low,4.950617585,NA,19,NA,effortobserve,30,Liking
Observe,43558,2.0194,Female,119,270,Liking,16,High,3.019753237,NA,19,NA,effortobserve,270,Liking
Observe,43558,0.8761,Female,119,30,Liking,17,Low,4.234568052,NA,19,NA,effortobserve,30,Liking
Observe,43558,1.1038,Female,119,100,Liking,18,Medium,3.567901385,NA,19,NA,effortobserve,100,Liking
Observe,43559,2.7699,Female,271,30,Value,1,Low,3.143210178,NA,20,NA,effortobserve,30,Value
Observe,43559,2.3693,Female,271,100,Value,2,Medium,2.940740741,NA,20,NA,effortobserve,100,Value
Observe,43559,1.2858,Female,271,270,Value,3,High,2.99506203,NA,20,NA,effortobserve,100,Value
Observe,43559,4.2538,Female,271,30,Value,4,Low,2.491358326,NA,20,NA,effortobserve,30,Value
Observe,43559,5.0857,Female,271,270,Value,5,High,3.019753237,NA,20,NA,effortobserve,270,Value
Observe,43559,3.2895,Female,271,100,Value,6,Medium,2.846913882,NA,20,NA,effortobserve,100,Value
Observe,43559,1.7711,Female,271,270,Value,7,High,2.550617585,NA,20,NA,effortobserve,100,Value
Observe,43559,1.2526,Female,271,100,Value,8,Medium,2.338271756,NA,20,NA,effortobserve,100,Value
Observe,43559,1.8864,Female,271,30,Value,9,Low,1.923456941,NA,20,NA,effortobserve,30,Value
Observe,43559,1.3005,Female,271,100,Value,10,Medium,3.02962963,NA,20,NA,effortobserve,100,Value
Observe,43559,1.6877,Female,271,30,Value,11,Low,2.516049533,NA,20,NA,effortobserve,30,Value
Observe,43559,1.5057,Female,271,270,Value,12,High,2.985185185,NA,20,NA,effortobserve,270,Value
Observe,43559,3.7524,Female,271,100,Value,13,Medium,3.098765734,NA,20,NA,effortobserve,100,Value
Observe,43559,1.1235,Female,271,270,Value,14,High,3.172839808,NA,20,NA,effortobserve,100,Value
Observe,43559,2.7229,Female,271,30,Value,15,Low,4.985185185,NA,20,NA,effortobserve,30,Value
Observe,43559,1.5172,Female,271,270,Value,16,High,4.066666667,NA,20,NA,effortobserve,270,Value
Observe,43559,3.2482,Female,271,30,Value,17,Low,3.316049533,NA,20,NA,effortobserve,30,Value
Observe,43559,13.016,Female,271,100,Value,18,Medium,2.925925926,NA,20,NA,effortobserve,100,Value
Observe,43598,6.819,Female,145,30,Value,1,Low,1.010416667,NA,19,NA,effortobserve,30,Value
Observe,43598,7.085,Female,145,100,Value,2,Medium,1.953125,NA,19,NA,effortobserve,100,Value
Observe,43598,1.276,Female,145,270,Value,3,High,2.78125,NA,19,NA,effortobserve,270,Value
Observe,43598,1.034,Female,145,30,Value,4,Low,1.026041667,NA,19,NA,effortobserve,30,Value
Observe,43598,0.79,Female,145,270,Value,5,High,2.854166667,NA,19,NA,effortobserve,270,Value
Observe,43598,0.937,Female,145,100,Value,6,Medium,1.953125,NA,19,NA,effortobserve,100,Value
Observe,43598,1.142,Female,145,270,Value,7,High,2.848958333,NA,19,NA,effortobserve,270,Value
Observe,43598,0.749,Female,145,100,Value,8,Medium,1.963541667,NA,19,NA,effortobserve,100,Value
Observe,43598,0.536,Female,145,30,Value,9,Low,1.010416667,NA,19,NA,effortobserve,30,Value
Observe,43598,1.116,Female,145,100,Value,10,Medium,1.963541667,NA,19,NA,effortobserve,100,Value
Observe,43598,0.543,Female,145,30,Value,11,Low,1.057291667,NA,19,NA,effortobserve,30,Value
Observe,43598,0.833,Female,145,270,Value,12,High,2.880208333,NA,19,NA,effortobserve,270,Value
Observe,43598,0.498,Female,145,100,Value,13,Medium,2.015625,NA,19,NA,effortobserve,100,Value
Observe,43598,0.764,Female,145,270,Value,14,High,2.807291667,NA,19,NA,effortobserve,270,Value
Observe,43598,0.491,Female,145,30,Value,15,Low,1.020833333,NA,19,NA,effortobserve,30,Value
Observe,43598,0.985,Female,145,270,Value,16,High,2.895833333,NA,19,NA,effortobserve,270,Value
Observe,43598,0.901,Female,145,30,Value,17,Low,1.026041667,NA,19,NA,effortobserve,30,Value
Observe,43598,1.885,Female,145,100,Value,18,Medium,2.020833333,NA,19,NA,effortobserve,100,Value
Observe,43605,6.1727,Female,318,30,Value,1,Low,2.961736111,NA,19,NA,effortobserve,30,Value
Observe,43605,0.9504,Female,318,30,Value,1,Low,3.000347222,NA,19,NA,effortobserve,30,Value
Observe,43605,1.0393,Female,318,100,Value,2,Medium,2.76,NA,19,NA,effortobserve,100,Value
Observe,43605,1.169,Female,318,100,Value,2,Medium,1.96900463,NA,19,NA,effortobserve,100,Value
Observe,43605,6.1018,Female,318,270,Value,3,High,3.929909966,NA,19,NA,effortobserve,270,Value
Observe,43605,1.2309,Female,318,270,Value,3,High,1.975578704,NA,19,NA,effortobserve,270,Value
Observe,43605,1.9357,Female,318,30,Value,4,Low,3.292059255,NA,19,NA,effortobserve,270,Value
Observe,43605,15.0271,Female,318,30,Value,4,Low,2.954652778,NA,19,NA,effortobserve,30,Value
Observe,43605,18.7167,Female,318,270,Value,5,High,3.343409757,NA,19,NA,effortobserve,270,Value
Observe,43605,1.9574,Female,318,270,Value,5,High,3.986967593,NA,19,NA,effortobserve,270,Value
Observe,43605,1.916,Female,318,100,Value,6,Medium,3.998959602,NA,19,NA,effortobserve,100,Value
Observe,43605,1.1007,Female,318,100,Value,6,Medium,2.975486111,NA,19,NA,effortobserve,100,Value
Observe,43605,2.5594,Female,318,270,Value,7,High,3.000050751,NA,19,NA,effortobserve,270,Value
Observe,43605,16.8414,Female,318,270,Value,7,High,4.266782407,NA,19,NA,effortobserve,30,Value
Observe,43605,6.9332,Female,318,100,Value,8,Medium,2.030146163,NA,19,NA,effortobserve,100,Value
Observe,43605,1.1033,Female,318,100,Value,8,Medium,2.995902778,NA,19,NA,effortobserve,100,Value
Observe,43605,1.9816,Female,318,30,Value,9,Low,3.553593179,NA,19,NA,effortobserve,30,Value
Observe,43605,9.7267,Female,318,30,Value,9,Low,2.949606481,NA,19,NA,effortobserve,30,Value
Observe,43754,5.6407,Female,92,30,Value,1,Low,1.008587963,NA,18,NA,effortobserve,30,Value
Observe,43754,3.7992,Female,92,100,Value,2,Medium,2.003611111,NA,18,NA,effortobserve,100,Value
Observe,43754,3.1512,Female,92,270,Value,3,High,2.697407407,NA,18,NA,effortobserve,30,Value
Observe,43754,2.6894,Female,92,30,Value,4,Low,2.495277778,NA,18,NA,effortobserve,30,Value
Observe,43754,1.0037,Female,92,270,Value,5,High,3.986041667,NA,18,NA,effortobserve,270,Value
Observe,43754,1.1553,Female,92,100,Value,6,Medium,2.923009259,NA,18,NA,effortobserve,100,Value
Observe,43754,0.9044,Female,92,270,Value,7,High,4.850439815,NA,18,NA,effortobserve,270,Value
Observe,43754,1.819,Female,92,100,Value,8,Medium,2.598958333,NA,18,NA,effortobserve,100,Value
Observe,43754,0.9404,Female,92,30,Value,9,Low,1.963032407,NA,18,NA,effortobserve,30,Value
Observe,43754,0.7861,Female,92,100,Value,10,Medium,2.098912037,NA,18,NA,effortobserve,100,Value
Observe,43754,1.1008,Female,92,30,Value,11,Low,2.341805556,NA,18,NA,effortobserve,30,Value
Observe,43754,1.0715,Female,92,270,Value,12,High,1.245185185,NA,18,NA,effortobserve,270,Value
Observe,43754,0.9884,Female,92,100,Value,13,Medium,1.288449074,NA,18,NA,effortobserve,100,Value
Observe,43754,0.7708,Female,92,270,Value,14,High,2.037685185,NA,18,NA,effortobserve,270,Value
Observe,43754,0.6718,Female,92,30,Value,15,Low,1.898125,NA,18,NA,effortobserve,30,Value
Observe,43754,0.7861,Female,92,270,Value,16,High,2.479259259,NA,18,NA,effortobserve,270,Value
Observe,43754,0.7691,Female,92,30,Value,17,Low,2.958194444,NA,18,NA,effortobserve,30,Value
Observe,43754,0.7182,Female,92,100,Value,18,Medium,2.978796296,NA,18,NA,effortobserve,100,Value
Observe,43769,4.6646,Female,171,30,Liking,1,Low,3.47867027,NA,19,NA,effortobserve,30,Liking
Observe,43769,1.9911,Female,171,100,Liking,2,Medium,4.548292053,NA,19,NA,effortobserve,100,Liking
Observe,43769,1.6947,Female,171,270,Liking,3,High,4.713758079,NA,19,NA,effortobserve,270,Liking
Observe,43769,3.5851,Female,171,30,Liking,4,Low,5,NA,19,NA,effortobserve,30,Liking
Observe,43769,1.2057,Female,171,270,Liking,5,High,4.701939239,NA,19,NA,effortobserve,270,Liking
Observe,43769,1.767,Female,171,100,Liking,6,Medium,4.713758079,NA,19,NA,effortobserve,100,Liking
Observe,43769,1.1527,Female,171,270,Liking,7,High,2.562696124,NA,19,NA,effortobserve,270,Liking
Observe,43769,1.6277,Female,171,100,Liking,8,Medium,2.373591965,NA,19,NA,effortobserve,100,Liking
Observe,43769,1.3619,Female,171,30,Liking,9,Low,3.330932504,NA,19,NA,effortobserve,30,Liking
Observe,43769,5.3938,Female,171,100,Liking,10,Medium,3.431394456,NA,19,NA,effortobserve,100,Liking
Observe,43769,3.0984,Female,171,30,Liking,11,Low,1.558079319,NA,19,NA,effortobserve,30,Liking
Observe,43769,1.2675,Female,171,270,Liking,12,High,3.549584668,NA,19,NA,effortobserve,270,Liking
Observe,43769,2.7084,Female,171,100,Liking,13,Medium,2.290858726,NA,19,NA,effortobserve,100,Liking
Observe,43769,0.9715,Female,171,270,Liking,14,High,3.726869986,NA,19,NA,effortobserve,270,Liking
Observe,43769,2.1741,Female,171,30,Liking,15,Low,2.533148571,NA,19,NA,effortobserve,30,Liking
Observe,43769,3.9043,Female,171,270,Liking,16,High,3.502308403,NA,19,NA,effortobserve,270,Liking
Observe,43769,2.7041,Female,171,30,Liking,17,Low,2.639519942,NA,19,NA,effortobserve,30,Liking
Observe,43769,1.724,Female,171,100,Liking,18,Medium,1.333518186,NA,19,NA,effortobserve,100,Liking
Observe,43892,7.125,Male,82,30,Value,1,Low,2.015625,NA,22,NA,effortobserve,30,Value
Observe,43892,2.528,Male,82,100,Value,2,Medium,3.03125,NA,22,NA,effortobserve,100,Value
Observe,43892,3.113,Male,82,270,Value,3,High,3.958333333,NA,22,NA,effortobserve,270,Value
Observe,43892,7.264,Male,82,30,Value,4,Low,1.625,NA,22,NA,effortobserve,30,Value
Observe,43892,2.669,Male,82,270,Value,5,High,2.994791667,NA,22,NA,effortobserve,270,Value
Observe,43892,3.9,Male,82,100,Value,6,Medium,2.005208333,NA,22,NA,effortobserve,100,Value
Observe,43892,2.672,Male,82,270,Value,7,High,2.723958333,NA,22,NA,effortobserve,270,Value
Observe,43892,4.74,Male,82,100,Value,8,Medium,1.010416667,NA,22,NA,effortobserve,100,Value
Observe,43892,2.252,Male,82,30,Value,9,Low,3.005208333,NA,22,NA,effortobserve,30,Value
Observe,43892,6.822,Male,82,100,Value,10,Medium,2.932291667,NA,22,NA,effortobserve,100,Value
Observe,43892,2.597,Male,82,30,Value,11,Low,3,NA,22,NA,effortobserve,30,Value
Observe,43892,2.496,Male,82,270,Value,12,High,2.697916667,NA,22,NA,effortobserve,270,Value
Observe,43892,0.962,Male,82,100,Value,13,Medium,2.963541667,NA,22,NA,effortobserve,30,Value
Observe,43892,1.927,Male,82,270,Value,14,High,2.677083333,NA,22,NA,effortobserve,270,Value
Observe,43892,0.662,Male,82,30,Value,15,Low,1.088541667,NA,22,NA,effortobserve,30,Value
Observe,43892,1.567,Male,82,270,Value,16,High,2.682291667,NA,22,NA,effortobserve,270,Value
Observe,43892,4.046,Male,82,30,Value,17,Low,1.786458333,NA,22,NA,effortobserve,30,Value
Observe,43892,1.394,Male,82,100,Value,18,Medium,1.4375,NA,22,NA,effortobserve,100,Value
Observe,43914,6.9006,Female,167,30,Liking,1,Low,2.99962963,NA,18,NA,effortobserve,30,Liking
Observe,43914,3.8541,Female,167,100,Liking,2,Medium,3.616875,NA,18,NA,effortobserve,100,Liking
Observe,43914,2.497,Female,167,270,Liking,3,High,4.011990741,NA,18,NA,effortobserve,270,Liking
Observe,43914,2.595,Female,167,30,Liking,4,Low,3.985277778,NA,18,NA,effortobserve,30,Liking
Observe,43914,2.6608,Female,167,270,Liking,5,High,4.003194444,NA,18,NA,effortobserve,270,Liking
Observe,43914,1.4012,Female,167,100,Liking,6,Medium,4.506898148,NA,18,NA,effortobserve,100,Liking
Observe,43914,2.9527,Female,167,270,Liking,7,High,4.017986111,NA,18,NA,effortobserve,270,Liking
Observe,43914,1.5028,Female,167,100,Liking,8,Medium,3.996134259,NA,18,NA,effortobserve,100,Liking
Observe,43914,1.7059,Female,167,30,Liking,9,Low,4.045138889,NA,18,NA,effortobserve,30,Liking
Observe,43914,0.6358,Female,167,100,Liking,10,Medium,4.401319444,NA,18,NA,effortobserve,100,Liking
Observe,43914,1.158,Female,167,30,Liking,11,Low,3.963333333,NA,18,NA,effortobserve,30,Liking
Observe,43914,1.4948,Female,167,270,Liking,12,High,4.497222222,NA,18,NA,effortobserve,270,Liking
Observe,43914,1.4367,Female,167,100,Liking,13,Medium,3.465462963,NA,18,NA,effortobserve,100,Liking
Observe,43914,1.6113,Female,167,270,Liking,14,High,3.988634259,NA,18,NA,effortobserve,270,Liking
Observe,43914,1.2967,Female,167,30,Liking,15,Low,3.976550926,NA,18,NA,effortobserve,30,Liking
Observe,43914,1.391,Female,167,270,Liking,16,High,3.989027778,NA,18,NA,effortobserve,270,Liking
Observe,43914,1.3312,Female,167,30,Liking,17,Low,4.504421296,NA,18,NA,effortobserve,30,Liking
Observe,43914,1.2134,Female,167,100,Liking,18,Medium,3.357893519,NA,18,NA,effortobserve,100,Liking
Observe,43964,6.082,Male,104,30,Liking,1,Low,3.728888889,NA,21,NA,effortobserve,30,Liking
Observe,43964,5.29,Male,104,100,Liking,2,Medium,3.183703704,NA,21,NA,effortobserve,100,Liking
Observe,43964,2.403,Male,104,270,Liking,3,High,4.931851852,NA,21,NA,effortobserve,270,Liking
Observe,43964,2.057,Male,104,30,Liking,4,Low,4.078518519,NA,21,NA,effortobserve,30,Liking
Observe,43964,1.002,Male,104,270,Liking,5,High,3.254814815,NA,21,NA,effortobserve,270,Liking
Observe,43964,0.734,Male,104,100,Liking,6,Medium,2.579259259,NA,21,NA,effortobserve,100,Liking
Observe,43964,2.122,Male,104,270,Liking,7,High,3.592592593,NA,21,NA,effortobserve,270,Liking
Observe,43964,1.32,Male,104,100,Liking,8,Medium,4.671111111,NA,21,NA,effortobserve,100,Liking
Observe,43964,1.352,Male,104,30,Liking,9,Low,1.832592593,NA,21,NA,effortobserve,30,Liking
Observe,43964,1.568,Male,104,100,Liking,10,Medium,3.32,NA,21,NA,effortobserve,100,Liking
Observe,43964,2.35,Male,104,30,Liking,11,Low,1.411851852,NA,21,NA,effortobserve,30,Liking
Observe,43964,1.735,Male,104,270,Liking,12,High,3.663703704,NA,21,NA,effortobserve,270,Liking
Observe,43964,1.456,Male,104,100,Liking,13,Medium,3.094814815,NA,21,NA,effortobserve,100,Liking
Observe,43964,1.206,Male,104,270,Liking,14,High,3.50962963,NA,21,NA,effortobserve,270,Liking
Observe,43964,1.171,Male,104,30,Liking,15,Low,4.848888889,NA,21,NA,effortobserve,30,Liking
Observe,43964,1.835,Male,104,270,Liking,16,High,3.776296296,NA,21,NA,effortobserve,270,Liking
Observe,43964,0.97,Male,104,30,Liking,17,Low,3.64,NA,21,NA,effortobserve,30,Liking
Observe,43964,2.221,Male,104,100,Liking,18,Medium,4.872592593,NA,21,NA,effortobserve,100,Liking
Observe,43989,6.411,Female,197,30,Liking,1,Low,2.016296296,NA,18,NA,effortobserve,30,Liking
Observe,43989,2.401,Female,197,100,Liking,2,Medium,1.957037037,NA,18,NA,effortobserve,100,Liking
Observe,43989,1.272,Female,197,270,Liking,3,High,3.017777778,NA,18,NA,effortobserve,270,Liking
Observe,43989,4.417,Female,197,30,Liking,4,Low,2.407407407,NA,18,NA,effortobserve,30,Liking
Observe,43989,1.286,Female,197,270,Liking,5,High,3.681481481,NA,18,NA,effortobserve,270,Liking
Observe,43989,0.778,Female,197,100,Liking,6,Medium,3.616296296,NA,18,NA,effortobserve,100,Liking
Observe,43989,1.191,Female,197,270,Liking,7,High,3.557037037,NA,18,NA,effortobserve,270,Liking
Observe,43989,0.702,Female,197,100,Liking,8,Medium,3.622222222,NA,18,NA,effortobserve,100,Liking
Observe,43989,2.89,Female,197,30,Liking,9,Low,3.414814815,NA,18,NA,effortobserve,30,Liking
Observe,43989,1.52,Female,197,100,Liking,10,Medium,2.822222222,NA,18,NA,effortobserve,100,Liking
Observe,43989,0.649,Female,197,30,Liking,11,Low,3,NA,18,NA,effortobserve,30,Liking
Observe,43989,1.029,Female,197,270,Liking,12,High,3.651851852,NA,18,NA,effortobserve,270,Liking
Observe,43989,1.134,Female,197,100,Liking,13,Medium,4.031111111,NA,18,NA,effortobserve,100,Liking
Observe,43989,1.254,Female,197,270,Liking,14,High,3.82962963,NA,18,NA,effortobserve,270,Liking
Observe,43989,0.809,Female,197,30,Liking,15,Low,3.005925926,NA,18,NA,effortobserve,30,Liking
Observe,43989,0.996,Female,197,270,Liking,16,High,3.077037037,NA,18,NA,effortobserve,270,Liking
Observe,43989,1.437,Female,197,30,Liking,17,Low,2.798518519,NA,18,NA,effortobserve,30,Liking
Observe,43989,0.788,Female,197,100,Liking,18,Medium,2.851851852,NA,18,NA,effortobserve,100,Liking
Observe,44122,6.21,Female,141,30,Liking,1,Low,2.010711444,NA,19,NA,effortobserve,30,Liking
Observe,44122,4.7817,Female,141,100,Liking,2,Medium,2.996372613,NA,19,NA,effortobserve,100,Liking
Observe,44122,2.2491,Female,141,270,Liking,3,High,3.036355252,NA,19,NA,effortobserve,270,Liking
Observe,44122,3.1974,Female,141,30,Liking,4,Low,1.99921875,NA,19,NA,effortobserve,30,Liking
Observe,44122,2.9081,Female,141,270,Liking,5,High,2.007262008,NA,19,NA,effortobserve,270,Liking
Observe,44122,4.1921,Female,141,100,Liking,6,Medium,4.993726852,NA,19,NA,effortobserve,100,Liking
Observe,44122,2.2813,Female,141,270,Liking,7,High,4.024406829,NA,19,NA,effortobserve,270,Liking
Observe,44122,2.3323,Female,141,100,Liking,8,Medium,4.944065394,NA,19,NA,effortobserve,100,Liking
Observe,44122,6.2993,Female,141,30,Liking,9,Low,3.001518374,NA,19,NA,effortobserve,30,Liking
Observe,44122,2.4646,Female,141,100,Liking,10,Medium,1.952034867,NA,19,NA,effortobserve,100,Liking
Observe,44122,4.0488,Female,141,30,Liking,11,Low,1.980684679,NA,19,NA,effortobserve,30,Liking
Observe,44122,1.5314,Female,141,270,Liking,12,High,1.996950955,NA,19,NA,effortobserve,270,Liking
Observe,44122,1.349,Female,141,100,Liking,13,Medium,3.933982928,NA,19,NA,effortobserve,100,Liking
Observe,44122,2.1642,Female,141,270,Liking,14,High,4.981729601,NA,19,NA,effortobserve,270,Liking
Observe,44122,1.1647,Female,141,30,Liking,15,Low,4.074029948,NA,19,NA,effortobserve,30,Liking
Observe,44122,0.8979,Female,141,270,Liking,16,High,4.07580042,NA,19,NA,effortobserve,270,Liking
Observe,44122,1.4132,Female,141,30,Liking,17,Low,3.045412326,NA,19,NA,effortobserve,30,Liking
Observe,44122,0.9977,Female,141,100,Liking,18,Medium,3.963109447,NA,19,NA,effortobserve,100,Liking
Observe,44151,5.9594,Male,119,30,Liking,1,Low,3.579799537,NA,19,NA,effortobserve,30,Liking
Observe,44151,3.92,Male,119,100,Liking,2,Medium,3.004112053,NA,19,NA,effortobserve,100,Liking
Observe,44151,1.9783,Male,119,270,Liking,3,High,3.974556669,NA,19,NA,effortobserve,270,Liking
Observe,44151,2.2853,Male,119,30,Liking,4,Low,2.083012079,NA,19,NA,effortobserve,30,Liking
Observe,44151,1.6667,Male,119,270,Liking,5,High,4.10614238,NA,19,NA,effortobserve,100,Liking
